mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	tempo_visible	slur	diminuendo_line	HairPin:3_decresc.
120	119	237	237	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1241								84		
120	119	949/4	949/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1242								84		
120	119	475/2	475/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1243								84		
120	119	951/4	951/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1244								84		
120	119	238	238	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1245								84		
120	119	953/4	953/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1246								84		
120	119	477/2	477/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1247								84		
120	119	955/4	955/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1248								84		
120	119	237	237	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1249								85		
120	119	238	238	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1250								85		
121	120	239	239	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1251								84		
121	120	957/4	957/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1252								84		
121	120	479/2	479/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1253								84		
121	120	959/4	959/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1254								84		
121	120	240	240	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1255								84		
121	120	961/4	961/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1256								84		
121	120	481/2	481/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1257								84		
121	120	963/4	963/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1258								84		
121	120	239	239	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1259										
121	120	240	240	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1260										
122	121	241	241	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1261								84		
122	121	965/4	965/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1262								84		
122	121	483/2	483/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1263								84		
122	121	967/4	967/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1264								84		
122	121	242	242	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1265								84		
122	121	969/4	969/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1266								84		
122	121	485/2	485/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1267								84		
122	121	971/4	971/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1268								84		
122	121	241	241	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1269										
122	121	242	242	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1270										
123	122	243	243	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1271								84		
123	122	973/4	973/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1272								84		
123	122	487/2	487/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1273								84		
123	122	975/4	975/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1274								84		
123	122	244	244	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1275								84		
123	122	977/4	977/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1276								84		
123	122	489/2	489/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1277								84		
123	122	979/4	979/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1278										
123	122	243	243	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1279										
123	122	244	244	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1280										
124	123	245	245	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1281										
124	123	246	246	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1282								86		
124	123	493/2	493/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1283								86		
124	123	245	245	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1284										
125	124	247	247	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1285								86		
125	124	495/2	495/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1286								86		
125	124	248	248	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1287								86		
125	124	497/2	497/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1288								86		
126	125	249	249	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1289								86		
126	125	499/2	499/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1290								86		
126	125	250	250	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1291								86		
126	125	501/2	501/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1292										
126	125	249	249	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	1293										
127	126	251	251	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1294								87		
127	126	252	252	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	1295										
127	126	252	252	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1296										
127	126	503/2	503/2	0.5		1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	1297								88		
127	126	252	252	0.5		1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	1298								88		
127	126	505/2	505/2	0.5		3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	1299								88		
128	127	253	253	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1300								87		
128	127	507/2	507/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1301								87		
128	127	254	254	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1302								87		
128	127	509/2	509/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1303										
128	127	253	253	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	1304										
128	127	254	254	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	1305										
128	127	253	253	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1306										
128	127	254	254	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1307										
128	127	253	253	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	1308										
129	128	255	255	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1309								89		
129	128	511/2	511/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1310										
129	128	255	255	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1311										
129	128	256	256	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1312								90		
129	128	513/2	513/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1313								90		
129	128	255	255	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	1314										
130	129	257	257	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1315								90		
130	129	515/2	515/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1316								90		
130	129	258	258	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1317								90		
130	129	517/2	517/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1318								90		
131	130	259	259	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1319								90		
131	130	519/2	519/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1320								90		
131	130	260	260	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1321								90		
131	130	521/2	521/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1322										
131	130	259	259	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	1323										
132	131	523/2	523/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1324								91		
132	131	262	262	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1325								91		
132	131	525/2	525/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1326								91		
132	131	262	262	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1327										
132	131	525/2	525/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1328										
132	131	261	261	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	1329										
132	131	525/2	525/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1330										
132	131	261	261	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	1331										
132	131	262	262	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1332										
133	132	263	263	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1333								91		
133	132	527/2	527/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1334								91		
133	132	264	264	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1335								91		
133	132	529/2	529/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1336								91		
133	132	263	263	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	1337										
133	132	527/2	527/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1338										
133	132	264	264	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	1339										
133	132	263	263	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1340								92		
133	132	527/2	527/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1341								92		
133	132	264	264	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1342								92		
133	132	529/2	529/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1343										
133	132	263	263	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	1344										
133	132	264	264	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1345										
134	133	265	265	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1346										
134	133	533/2	533/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1347								93		
134	133	265	265	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	1348										
134	133	266	266	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	1349								94		
134	133	265	265	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1350										
134	133	531/2	531/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1351										
134	133	533/2	533/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1352		articStaccatoBelow								
135	134	267	267	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1353								93		
135	134	535/2	535/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1354								93		
135	134	537/2	537/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1355								93		
135	134	267	267	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	1356								94		
135	134	268	268	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	1357								94		
135	134	535/2	535/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1358		articStaccatoBelow								
135	134	537/2	537/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1359		articStaccatoBelow								
136	135	269	269	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1360								93		
136	135	539/2	539/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1361										
136	135	541/2	541/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1362		articStaccatoAbove								
136	135	269	269	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	1363										
136	135	539/2	539/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1364		articStaccatoAbove								
136	135	270	270	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1365								95		
136	135	541/2	541/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1366								95		
136	135	270	270	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1367										
137	136	543/2	543/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1368		articStaccatoAbove								
137	136	545/2	545/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1369		articStaccatoAbove								
137	136	271	271	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1370								95		
137	136	543/2	543/2	1.0		1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	1371								95		
137	136	545/2	545/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1372								95		
137	136	271	271	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	1373										
137	136	272	272	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1374										
138	137	547/2	547/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1375		articStaccatoAbove								
138	137	274	274	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1376								96		
138	137	549/2	549/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1377										
138	137	273	273	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1378								95		
138	137	547/2	547/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1379										
138	137	549/2	549/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1380								97		
138	137	1099/4	1099/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1381								97		
138	137	273	273	0.5		0	0	Chord	2/4	2	2	1/8		1/8	1	1382										
138	137	547/2	547/2	1.5		1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	1383										
139	138	275	275	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1384										
139	138	551/2	551/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1385										
139	138	553/2	553/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1386										
139	138	275	275	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	1387										
139	138	276	276	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	1388										
139	138	275	275	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1389								97		
139	138	551/2	551/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1390								97		
139	138	1103/4	1103/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1391								97		
139	138	276	276	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1392								97		
139	138	553/2	553/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1393								97		
139	138	1107/4	1107/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1394										
139	138	275	275	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	1395										
140	139	277	277	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1396										
140	139	555/2	555/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1397										
140	139	278	278	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1398										
140	139	557/2	557/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1399										
140	139	277	277	1.5		0	0	Chord	2/4	1	2	3/8		1/4	3/2	1400										
140	139	557/2	557/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1401										
140	139	277	277	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1402								98		
140	139	555/2	555/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1403								98		
140	139	278	278	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1404								98		
140	139	557/2	557/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1405										
140	139	277	277	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	1406										
141	140	279	279	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1407										
141	140	279	279	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	1408										
141	140	279	279	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	1409										
141	140	279	279	0.5		0	0	Chord	2/4	2	2	1/8		1/8	1	1410								99		
141	140	559/2	559/2	0.5		1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	1411								99		
141	140	280	280	0.5		1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	1412								99		
141	140	561/2	561/2	0.5		3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	1413										
142	141	281	281	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1414								100		
142	141	563/2	563/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1415								100		
142	141	282	282	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1416								100		
142	141	565/2	565/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1417										
142	141	281	281	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	1418										
142	141	281	281	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	1419								101		
142	141	565/2	565/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1420										
142	141	281	281	0.5		0	0	Chord	2/4	2	2	1/8		1/8	1	1421										
142	141	563/2	563/2	1.5		1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	1422										
143	142	283	283	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1423										
143	142	284	284	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1424										
143	142	1705/6	1705/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1425										
143	142	853/3	853/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1426										
143	142	569/2	569/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1427										
143	142	854/3	854/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1428										
143	142	1709/6	1709/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1429										
143	142	283	283	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1430										
143	142	569/2	569/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1431										
143	142	283	283	0.5		0	0	Chord	2/4	2	2	1/8		1/8	1	1432										
143	142	567/2	567/2	0.5		1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	1433										
144	143	285	285	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	1434										
144	143	1711/6	1711/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1435										
144	143	856/3	856/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1436										
144	143	571/2	571/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1437										
144	143	857/3	857/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1438										
144	143	1715/6	1715/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1439										
144	143	286	286	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1440										
144	143	1717/6	1717/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1441										
144	143	859/3	859/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1442										
144	143	573/2	573/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1443										
144	143	860/3	860/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1444										
144	143	1721/6	1721/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1445										
144	143	571/2	571/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1446										
144	143	573/2	573/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1447										
145	144	287	287	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	1448										
145	144	1723/6	1723/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1449										
145	144	862/3	862/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1450										
145	144	575/2	575/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1451										
145	144	863/3	863/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1452										
145	144	1727/6	1727/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1453										
145	144	288	288	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1454										
145	144	1729/6	1729/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1455										
145	144	865/3	865/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1456										
145	144	577/2	577/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1457										
145	144	866/3	866/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1458										
145	144	1733/6	1733/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1459										
145	144	575/2	575/2	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1460										
145	144	863/3	863/3	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1461										
145	144	1727/6	1727/6	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1462										
145	144	288	288	0.16666666666666666		1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1463										
145	144	1729/6	1729/6	0.16666666666666666		7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1464										
145	144	865/3	865/3	0.16666666666666666		1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1465										
145	144	577/2	577/2	0.16666666666666666		3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1466										
145	144	866/3	866/3	0.16666666666666666		5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1467										
145	144	1733/6	1733/6	0.16666666666666666		11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1468										
146	145	289	289	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	1469										
146	145	1735/6	1735/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1470										
146	145	868/3	868/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1471										
146	145	579/2	579/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1472										
146	145	869/3	869/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1473										
146	145	1739/6	1739/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1474										
146	145	290	290	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1475										
146	145	1741/6	1741/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1476										
146	145	871/3	871/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1477										
146	145	581/2	581/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1478										
146	145	872/3	872/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1479										
146	145	1745/6	1745/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1480										
146	145	289	289	0.16666666666666666		0	0	Chord	2/4	2	1	1/24		1/16	2/3	1481										
146	145	1735/6	1735/6	0.16666666666666666		1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1482										
146	145	868/3	868/3	0.16666666666666666		1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1483										
146	145	579/2	579/2	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1484										
146	145	869/3	869/3	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1485										
146	145	1739/6	1739/6	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1486										
146	145	290	290	0.16666666666666666		1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1487										
146	145	1741/6	1741/6	0.16666666666666666		7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1488										
146	145	871/3	871/3	0.16666666666666666		1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1489										
146	145	581/2	581/2	0.16666666666666666		3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1490										
146	145	872/3	872/3	0.16666666666666666		5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1491										
146	145	1745/6	1745/6	0.16666666666666666		11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1492										
147	146	291	291	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	1493										
147	146	1747/6	1747/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1494										
147	146	874/3	874/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1495										
147	146	583/2	583/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1496										
147	146	875/3	875/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1497										
147	146	1751/6	1751/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1498										
147	146	292	292	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	1499										
147	146	1753/6	1753/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	1500										
147	146	877/3	877/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	1501										
147	146	585/2	585/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1502										
147	146	878/3	878/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1503										
147	146	1757/6	1757/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1504										
147	146	291	291	0.16666666666666666		0	0	Chord	2/4	2	1	1/24		1/16	2/3	1505										
147	146	1747/6	1747/6	0.16666666666666666		1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1506										
147	146	874/3	874/3	0.16666666666666666		1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1507										
147	146	583/2	583/2	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1508										
147	146	875/3	875/3	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1509										
147	146	1751/6	1751/6	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1510										
147	146	292	292	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1511										
147	146	585/2	585/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1512										
148	147	293	293	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1513										
