mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	tempo_visible	slur	Trill:trill	diminuendo_line	HairPin:3_decresc.
35	31	125/2	125/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	288								18			
35	31	251/4	251/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	289								18			
35	31	61	61	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	290								19			
35	31	123/2	123/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	291											
35	31	62	62	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	292								20			
36	32	63	63	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	293								18			
36	32	253/4	253/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	294								18			
36	32	127/2	127/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	295								18			
36	32	255/4	255/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	296								18			
36	32	64	64	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	297								18			
36	32	257/4	257/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	298								18			
36	32	129/2	129/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	299								18			
36	32	259/4	259/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	300											
36	32	63	63	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	301								20			
36	32	127/2	127/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	302											
36	32	64	64	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	303		articStaccatoBelow									
36	32	129/2	129/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	304		articStaccatoBelow									
37	33	65	65	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	305								21			
37	33	131/2	131/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	306											
37	33	265/4	265/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	307											
37	33	133/2	133/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	308											
37	33	65	65	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	309								22			
37	33	131/2	131/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	310											
37	33	66	66	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	311											
38	34	67	67	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	312											
38	34	269/4	269/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	313											
38	34	135/2	135/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	314											
38	34	68	68	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	315											
38	34	273/4	273/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	316											
38	34	137/2	137/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	317											
38	34	67	67	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	318											
38	34	68	68	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	319											
39	35	69	69	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	320											
39	35	277/4	277/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	321											
39	35	139/2	139/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	322											
39	35	70	70	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	323											
39	35	281/4	281/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	324											
39	35	141/2	141/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	325											
39	35	69	69	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	326											
39	35	70	70	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	327											
40	36	71	71	0.125		0	0	Chord	2/4	1	1	1/32		1/32	1	328								23			
40	36	569/8	569/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	329								23			
40	36	285/4	285/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	330								23			
40	36	571/8	571/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	331								23			
40	36	143/2	143/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	332								23			
40	36	573/8	573/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	333								23			
40	36	287/4	287/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	334								23			
40	36	575/8	575/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	335											
40	36	72	72	0.125		1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	336								24			
40	36	577/8	577/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	337								24			
40	36	289/4	289/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	338								24			
40	36	579/8	579/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	339											
40	36	145/2	145/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	340								25			
40	36	291/4	291/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	341											
40	36	71	71	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	342											
40	36	145/2	145/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	343		articStaccatoAbove									
41	37	73	73	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	344								26			
41	37	293/4	293/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	345											
41	37	147/2	147/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	346								27			
41	37	295/4	295/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	347											
41	37	74	74	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	348								28			
41	37	297/4	297/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	349											
41	37	149/2	149/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	350								29			
41	37	299/4	299/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	351											
41	37	73	73	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	352		articStaccatoAbove									
41	37	147/2	147/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	353		articStaccatoAbove									
41	37	74	74	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	354		articStaccatoAbove									
41	37	149/2	149/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	355		articStaccatoAbove									
42	38	75	75	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	356											
42	38	75	75	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	357											
42	38	151/2	151/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	358											
43	38	76	76	0.0		0	3/8	SystemText	2/4	1	1	0								Var. II							
43	38	76	76	0.5		0	3/8	Chord	2/4	1	1	1/8		1/8	1	359											
43	38	76	76	0.25		0	3/8	Chord	2/4	2	1	1/16		1/16	1	360		articStaccatoAbove									
43	38	305/4	305/4	0.25		1/16	7/16	Chord	2/4	2	1	1/16		1/16	1	361		articStaccatoAbove									
44	39	153/2	153/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	362											
44	39	77	77	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	363											
44	39	78	78	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	364											
44	39	153/2	153/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	365		articStaccatoAbove									
44	39	307/4	307/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	366		articStaccatoAbove									
44	39	77	77	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	367		articStaccatoAbove									
44	39	309/4	309/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	368		articStaccatoAbove									
44	39	155/2	155/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	369		articStaccatoAbove									
44	39	311/4	311/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	370		articStaccatoAbove									
44	39	78	78	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	371		articStaccatoAbove									
44	39	313/4	313/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	372		articStaccatoAbove									
45	40	157/2	157/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	373											
45	40	79	79	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	374											
45	40	80	80	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	375											
45	40	157/2	157/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	376											
45	40	315/4	315/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	377											
45	40	79	79	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	378											
45	40	317/4	317/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	379											
45	40	159/2	159/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	380											
45	40	319/4	319/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	381											
45	40	80	80	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	382											
45	40	321/4	321/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	383											
46	41	161/2	161/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	384											
46	41	81	81	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	385											
46	41	82	82	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	386		articStaccatoBelow									
46	41	329/4	329/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	387		articStaccatoBelow									
46	41	161/2	161/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	388											
46	41	323/4	323/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	389											
46	41	81	81	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	390											
46	41	325/4	325/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	391											
46	41	163/2	163/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	392											
46	41	327/4	327/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	393											
46	41	82	82	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	394											
46	41	329/4	329/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	395											
47	42	165/2	165/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	396		articStaccatoBelow									
47	42	83	83	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	397											
47	42	84	84	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	398											
47	42	165/2	165/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	399											
47	42	331/4	331/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	400											
47	42	83	83	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	401											
47	42	333/4	333/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	402											
47	42	167/2	167/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	403											
47	42	335/4	335/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	404											
47	42	84	84	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	405											
47	42	337/4	337/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	406											
48	43	169/2	169/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	407											
48	43	86	86	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	408											
48	43	169/2	169/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	409											
48	43	85	85	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	410											
48	43	341/4	341/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	411											
48	43	171/2	171/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	412											
48	43	343/4	343/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	413											
48	43	86	86	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	414											
48	43	345/4	345/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	415											
49	44	173/2	173/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	416											
49	44	87	87	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	417											
49	44	88	88	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	418											
49	44	173/2	173/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	419											
49	44	347/4	347/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	420											
49	44	87	87	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	421											
49	44	349/4	349/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	422											
49	44	175/2	175/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	423											
49	44	351/4	351/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	424											
49	44	88	88	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	425											
49	44	353/4	353/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	426											
50	45	177/2	177/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	427											
50	45	89	89	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	428											
50	45	90	90	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	429											
50	45	177/2	177/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	430											
50	45	355/4	355/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	431											
50	45	89	89	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	432											
50	45	357/4	357/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	433											
50	45	179/2	179/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	434											
50	45	359/4	359/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	435											
50	45	90	90	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	436											
50	45	361/4	361/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	437											
51	46	181/2	181/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	438											
51	46	91	91	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	439											
51	46	92	92	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	440		articStaccatoBelow									
51	46	369/4	369/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	441		articStaccatoBelow									
51	46	181/2	181/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	442											
51	46	363/4	363/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	443											
51	46	91	91	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	444											
51	46	365/4	365/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	445											
51	46	183/2	183/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	446											
51	46	367/4	367/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	447											
51	46	92	92	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	448											
51	46	369/4	369/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	449											
52	47	185/2	185/2	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	450		articStaccatoBelow									
52	47	371/4	371/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	451		articStaccatoBelow									
52	47	93	93	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	452											
52	47	94	94	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	453								30			
52	47	185/2	185/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	454											
52	47	371/4	371/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	455											
52	47	93	93	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	456											
52	47	373/4	373/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	457											
52	47	187/2	187/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	458											
52	47	375/4	375/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	459											
52	47	94	94	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	460											
52	47	377/4	377/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	461											
53	48	189/2	189/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	462											
53	48	189/2	189/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	463											
53	48	379/4	379/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	464											
53	48	95	95	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	465											
54	48	191/2	191/2	0.16666666666666666		0	1/4	Chord	2/4	1	1	1/24		1/16	2/3	466											
54	48	287/3	287/3	0.16666666666666666		1/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	467											
54	48	575/6	575/6	0.16666666666666666		1/12	1/3	Chord	2/4	1	1	1/24		1/16	2/3	468											
54	48	96	96	0.16666666666666666		1/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	469											
54	48	577/6	577/6	0.16666666666666666		1/6	5/12	Chord	2/4	1	1	1/24		1/16	2/3	470											
54	48	289/3	289/3	0.16666666666666666		5/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	471											
54	48	96	96	0.5		1/8	3/8	Chord	2/4	2	1	1/8		1/8	1	472								31			
55	49	193/2	193/2	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	473											
55	49	290/3	290/3	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	474											
55	49	581/6	581/6	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	475											
55	49	97	97	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	476											
55	49	583/6	583/6	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	477											
55	49	292/3	292/3	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	478											
55	49	195/2	195/2	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	479											
55	49	293/3	293/3	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	480											
55	49	587/6	587/6	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	481											
55	49	98	98	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	482											
55	49	589/6	589/6	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	483											
55	49	295/3	295/3	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	484											
55	49	193/2	193/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	485								31			
55	49	97	97	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	486								31			
55	49	195/2	195/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	487								31			
55	49	98	98	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	488								31			
55	49	193/2	193/2	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	489											
55	49	195/2	195/2	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	490											
56	50	197/2	197/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	491											
56	50	199/2	199/2	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	492											
56	50	299/3	299/3	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	493											
56	50	599/6	599/6	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	494											
56	50	100	100	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	495											
56	50	601/6	601/6	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	496											
56	50	301/3	301/3	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	497											
56	50	197/2	197/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	498								31			
56	50	99	99	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	499											
56	50	100	100	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	500								32			
56	50	197/2	197/2	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	501											
57	51	201/2	201/2	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	502											
57	51	302/3	302/3	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	503											
57	51	605/6	605/6	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	504											
57	51	101	101	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	505											
57	51	607/6	607/6	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	506											
57	51	304/3	304/3	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	507											
57	51	203/2	203/2	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	508											
57	51	305/3	305/3	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	509											
57	51	611/6	611/6	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	510											
57	51	102	102	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	511											
57	51	613/6	613/6	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	512											
57	51	307/3	307/3	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	513											
57	51	201/2	201/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	514								32			
57	51	101	101	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	515								32			
57	51	203/2	203/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	516								32			
57	51	102	102	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	517								32			
57	51	201/2	201/2	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	518											
57	51	203/2	203/2	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	519											
58	52	205/2	205/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	520											
58	52	104	104	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	521											
58	52	205/2	205/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	522											
58	52	103	103	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	523											
58	52	413/4	413/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	524											
58	52	207/2	207/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	525											
58	52	415/4	415/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	526											
58	52	104	104	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	527											
58	52	417/4	417/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	528											
58	52	205/2	205/2	0.5		0	0	Chord	2/4	2	2	1/8		1/8	1	529											
59	53	209/2	209/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	530											
59	53	105	105	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	531											
59	53	106	106	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	532											
59	53	209/2	209/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	533											
59	53	419/4	419/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	534											
59	53	105	105	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	535											
59	53	421/4	421/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	536											
59	53	211/2	211/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	537											
59	53	423/4	423/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	538											
59	53	106	106	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	539											
59	53	425/4	425/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	540											
60	54	213/2	213/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	541											
60	54	107	107	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	542											
60	54	108	108	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	543											
60	54	213/2	213/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	544											
60	54	427/4	427/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	545											
60	54	107	107	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	546											
60	54	429/4	429/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	547											
60	54	215/2	215/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	548											
60	54	431/4	431/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	549											
60	54	108	108	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	550											
60	54	433/4	433/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	551											
61	55	217/2	217/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	552											
61	55	109	109	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	553											
61	55	110	110	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	554		articStaccatoAbove									
61	55	441/4	441/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	555		articStaccatoAbove									
61	55	217/2	217/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	556											
61	55	435/4	435/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	557											
61	55	109	109	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	558											
61	55	437/4	437/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	559											
61	55	219/2	219/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	560											
61	55	439/4	439/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	561											
61	55	110	110	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	562											
61	55	441/4	441/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	563											
62	56	221/2	221/2	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	564		articStaccatoAbove									
62	56	443/4	443/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	565		articStaccatoAbove									
62	56	111	111	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	566											
62	56	112	112	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	567								33			
62	56	221/2	221/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	568											
