StaffMeasureIndex,SystemIndex,StaffIndex,Left,Top,Height,Width,Image
18,9,6,407,368,22,152,Wagner_WWV086B_180.png
19,10,7,45,432,23,193,Wagner_WWV086B_180.png
20,11,7,239,432,23,154,Wagner_WWV086B_180.png
21,12,7,395,432,23,165,Wagner_WWV086B_180.png
22,10,8,45,482,22,193,Wagner_WWV086B_180.png
23,11,8,239,482,22,154,Wagner_WWV086B_180.png
24,12,8,395,482,22,165,Wagner_WWV086B_180.png
25,13,9,45,552,23,192,Wagner_WWV086B_180.png
26,14,9,239,552,23,155,Wagner_WWV086B_180.png
27,15,9,395,552,23,165,Wagner_WWV086B_180.png
28,13,10,45,601,24,192,Wagner_WWV086B_180.png
29,14,10,239,601,24,155,Wagner_WWV086B_180.png
30,15,10,395,601,24,165,Wagner_WWV086B_180.png
31,16,11,47,671,23,182,Wagner_WWV086B_180.png
32,17,11,230,671,23,172,Wagner_WWV086B_180.png
33,18,11,403,671,23,157,Wagner_WWV086B_180.png
34,16,12,47,721,24,182,Wagner_WWV086B_180.png
35,17,12,230,721,24,172,Wagner_WWV086B_180.png
36,18,12,403,721,24,157,Wagner_WWV086B_180.png
1,1,1,44,82,23,189,Wagner_WWV086B_181.png
2,2,1,234,82,23,164,Wagner_WWV086B_181.png
3,3,1,399,82,23,155,Wagner_WWV086B_181.png
4,1,2,44,137,23,189,Wagner_WWV086B_181.png
5,2,2,234,137,23,164,Wagner_WWV086B_181.png
6,3,2,399,137,23,155,Wagner_WWV086B_181.png
7,4,3,43,219,20,180,Wagner_WWV086B_181.png
8,5,3,224,219,20,147,Wagner_WWV086B_181.png
9,6,3,372,219,20,183,Wagner_WWV086B_181.png
10,4,4,43,276,23,180,Wagner_WWV086B_181.png
11,5,4,224,276,23,147,Wagner_WWV086B_181.png
12,6,4,372,276,23,183,Wagner_WWV086B_181.png
13,7,5,42,354,23,183,Wagner_WWV086B_181.png
14,8,5,226,354,23,137,Wagner_WWV086B_181.png
15,9,5,365,354,23,154,Wagner_WWV086B_181.png
16,7,6,42,417,20,183,Wagner_WWV086B_181.png
17,8,6,226,417,20,137,Wagner_WWV086B_181.png
18,9,6,365,417,20,154,Wagner_WWV086B_181.png
19,10,7,42,524,20,114,Wagner_WWV086B_181.png
20,11,7,157,524,20,64,Wagner_WWV086B_181.png
21,12,7,222,524,20,65,Wagner_WWV086B_181.png
22,13,7,288,524,20,70,Wagner_WWV086B_181.png
23,14,7,359,524,20,70,Wagner_WWV086B_181.png
24,15,7,430,524,20,50,Wagner_WWV086B_181.png
25,16,7,481,524,20,73,Wagner_WWV086B_181.png
26,10,8,42,580,21,114,Wagner_WWV086B_181.png
27,11,8,157,580,21,64,Wagner_WWV086B_181.png
28,12,8,222,580,21,65,Wagner_WWV086B_181.png
29,13,8,288,580,21,70,Wagner_WWV086B_181.png
30,14,8,359,580,21,70,Wagner_WWV086B_181.png
31,15,8,430,580,21,50,Wagner_WWV086B_181.png
32,16,8,481,580,21,73,Wagner_WWV086B_181.png
33,17,9,42,659,21,83,Wagner_WWV086B_181.png
34,18,9,126,659,21,32,Wagner_WWV086B_181.png
35,19,9,159,659,21,47,Wagner_WWV086B_181.png
36,20,9,207,659,21,62,Wagner_WWV086B_181.png
37,21,9,270,659,21,49,Wagner_WWV086B_181.png
38,22,9,320,659,21,63,Wagner_WWV086B_181.png
39,23,9,384,659,21,50,Wagner_WWV086B_181.png
40,24,9,435,659,21,59,Wagner_WWV086B_181.png
41,25,9,495,659,21,58,Wagner_WWV086B_181.png
42,17,10,42,717,23,83,Wagner_WWV086B_181.png
43,18,10,126,717,23,32,Wagner_WWV086B_181.png
44,19,10,159,717,23,47,Wagner_WWV086B_181.png
45,20,10,207,717,23,62,Wagner_WWV086B_181.png
46,21,10,270,717,23,49,Wagner_WWV086B_181.png
47,22,10,320,717,23,63,Wagner_WWV086B_181.png
48,23,10,384,717,23,50,Wagner_WWV086B_181.png
49,24,10,435,717,23,59,Wagner_WWV086B_181.png
50,25,10,495,717,23,58,Wagner_WWV086B_181.png
1,1,1,55,82,21,96,Wagner_WWV086B_182.png
2,2,1,152,82,21,45,Wagner_WWV086B_182.png
3,3,1,198,82,21,73,Wagner_WWV086B_182.png
4,4,1,273,82,21,48,Wagner_WWV086B_182.png
5,5,1,322,82,21,62,Wagner_WWV086B_182.png
6,6,1,385,82,21,41,Wagner_WWV086B_182.png
7,7,1,427,82,21,49,Wagner_WWV086B_182.png
8,8,1,477,82,21,40,Wagner_WWV086B_182.png
9,9,1,518,82,21,49,Wagner_WWV086B_182.png
10,1,2,55,135,24,96,Wagner_WWV086B_182.png
11,2,2,152,135,24,45,Wagner_WWV086B_182.png
12,3,2,198,135,24,73,Wagner_WWV086B_182.png
13,4,2,273,135,24,48,Wagner_WWV086B_182.png
14,5,2,322,135,24,62,Wagner_WWV086B_182.png
15,6,2,385,135,24,41,Wagner_WWV086B_182.png
16,7,2,427,135,24,49,Wagner_WWV086B_182.png
17,8,2,477,135,24,40,Wagner_WWV086B_182.png
18,9,2,518,135,24,49,Wagner_WWV086B_182.png
19,10,3,54,203,24,77,Wagner_WWV086B_182.png
20,11,3,133,203,24,50,Wagner_WWV086B_182.png
21,12,3,184,203,24,74,Wagner_WWV086B_182.png
22,13,3,260,203,24,52,Wagner_WWV086B_182.png
23,14,3,313,203,24,67,Wagner_WWV086B_182.png
24,15,3,381,203,24,44,Wagner_WWV086B_182.png
25,16,3,426,203,24,44,Wagner_WWV086B_182.png
26,17,3,471,203,24,53,Wagner_WWV086B_182.png
27,18,3,526,203,24,42,Wagner_WWV086B_182.png
28,10,4,54,250,24,77,Wagner_WWV086B_182.png
29,11,4,133,250,24,50,Wagner_WWV086B_182.png
30,12,4,184,250,24,74,Wagner_WWV086B_182.png
31,13,4,260,250,24,52,Wagner_WWV086B_182.png
32,14,4,313,250,24,67,Wagner_WWV086B_182.png
33,15,4,381,250,24,44,Wagner_WWV086B_182.png
34,16,4,426,250,24,44,Wagner_WWV086B_182.png
35,17,4,471,250,24,53,Wagner_WWV086B_182.png
36,18,4,526,250,24,42,Wagner_WWV086B_182.png
37,19,5,56,320,23,83,Wagner_WWV086B_182.png
38,20,5,140,320,23,70,Wagner_WWV086B_182.png
39,21,5,210,320,23,50,Wagner_WWV086B_182.png
40,22,5,262,320,23,54,Wagner_WWV086B_182.png
41,23,5,317,320,23,46,Wagner_WWV086B_182.png
42,24,5,364,320,23,107,Wagner_WWV086B_182.png
43,25,5,472,320,23,95,Wagner_WWV086B_182.png
44,19,6,56,366,21,83,Wagner_WWV086B_182.png
45,20,6,140,366,21,70,Wagner_WWV086B_182.png
46,21,6,210,366,21,50,Wagner_WWV086B_182.png
47,22,6,262,366,21,54,Wagner_WWV086B_182.png
48,23,6,317,366,21,46,Wagner_WWV086B_182.png
49,24,6,364,366,21,107,Wagner_WWV086B_182.png
50,25,6,472,366,21,95,Wagner_WWV086B_182.png
51,26,7,54,437,21,147,Wagner_WWV086B_182.png
52,27,7,202,437,21,122,Wagner_WWV086B_182.png
53,28,7,324,437,21,123,Wagner_WWV086B_182.png
54,29,7,449,437,21,117,Wagner_WWV086B_182.png
55,26,8,54,485,23,147,Wagner_WWV086B_182.png
56,27,8,202,485,23,122,Wagner_WWV086B_182.png
57,28,8,324,485,23,123,Wagner_WWV086B_182.png
58,29,8,449,485,23,117,Wagner_WWV086B_182.png
59,30,9,54,558,23,149,Wagner_WWV086B_182.png
60,31,9,204,558,23,45,Wagner_WWV086B_182.png
61,32,9,250,558,23,54,Wagner_WWV086B_182.png
62,33,9,305,558,23,65,Wagner_WWV086B_182.png
63,34,9,371,558,23,50,Wagner_WWV086B_182.png
64,35,9,422,558,23,69,Wagner_WWV086B_182.png
65,36,9,492,558,23,73,Wagner_WWV086B_182.png
66,30,10,54,606,21,149,Wagner_WWV086B_182.png
67,31,10,204,606,21,45,Wagner_WWV086B_182.png
68,32,10,250,606,21,54,Wagner_WWV086B_182.png
69,33,10,305,606,21,65,Wagner_WWV086B_182.png
70,34,10,371,606,21,50,Wagner_WWV086B_182.png
71,35,10,422,606,21,69,Wagner_WWV086B_182.png
72,36,10,492,606,21,73,Wagner_WWV086B_182.png
73,37,11,54,674,23,111,Wagner_WWV086B_182.png
74,38,11,166,674,23,76,Wagner_WWV086B_182.png
75,39,11,243,674,23,86,Wagner_WWV086B_182.png
76,40,11,330,674,23,73,Wagner_WWV086B_182.png
77,41,11,404,674,23,93,Wagner_WWV086B_182.png
78,42,11,498,674,23,67,Wagner_WWV086B_182.png
79,37,12,54,724,22,111,Wagner_WWV086B_182.png
80,38,12,166,724,22,76,Wagner_WWV086B_182.png
81,39,12,243,724,22,86,Wagner_WWV086B_182.png
82,40,12,330,724,22,73,Wagner_WWV086B_182.png
83,41,12,404,724,22,93,Wagner_WWV086B_182.png
84,42,12,498,724,22,67,Wagner_WWV086B_182.png
1,1,1,44,78,21,98,Wagner_WWV086B_183.png
2,2,1,143,78,21,58,Wagner_WWV086B_183.png
3,3,1,202,78,21,73,Wagner_WWV086B_183.png
4,4,1,276,78,21,64,Wagner_WWV086B_183.png
5,5,1,341,78,21,45,Wagner_WWV086B_183.png
6,6,1,388,78,21,73,Wagner_WWV086B_183.png
7,7,1,462,78,21,94,Wagner_WWV086B_183.png
8,1,2,44,124,21,98,Wagner_WWV086B_183.png
9,2,2,143,124,21,58,Wagner_WWV086B_183.png
10,3,2,202,124,21,73,Wagner_WWV086B_183.png
11,4,2,276,124,21,64,Wagner_WWV086B_183.png
12,5,2,341,124,21,45,Wagner_WWV086B_183.png
13,6,2,388,124,21,73,Wagner_WWV086B_183.png
14,7,2,462,124,21,94,Wagner_WWV086B_183.png
15,8,3,44,200,20,93,Wagner_WWV086B_183.png
16,9,3,138,200,20,56,Wagner_WWV086B_183.png
17,10,3,195,200,20,83,Wagner_WWV086B_183.png
18,11,3,279,200,20,59,Wagner_WWV086B_183.png
19,12,3,339,200,20,76,Wagner_WWV086B_183.png
20,13,3,416,200,20,66,Wagner_WWV086B_183.png
21,14,3,483,200,20,73,Wagner_WWV086B_183.png
22,8,4,44,251,21,93,Wagner_WWV086B_183.png
23,9,4,138,251,21,56,Wagner_WWV086B_183.png
24,10,4,195,251,21,83,Wagner_WWV086B_183.png
25,11,4,279,251,21,59,Wagner_WWV086B_183.png
26,12,4,339,251,21,76,Wagner_WWV086B_183.png
27,13,4,416,251,21,66,Wagner_WWV086B_183.png
28,14,4,483,251,21,73,Wagner_WWV086B_183.png
29,15,5,44,321,23,141,Wagner_WWV086B_183.png
30,16,5,186,321,23,108,Wagner_WWV086B_183.png
31,17,5,295,321,23,96,Wagner_WWV086B_183.png
32,18,5,392,321,23,70,Wagner_WWV086B_183.png
33,19,5,463,321,23,94,Wagner_WWV086B_183.png
34,15,6,44,374,21,141,Wagner_WWV086B_183.png
35,16,6,186,374,21,108,Wagner_WWV086B_183.png
36,17,6,295,374,21,96,Wagner_WWV086B_183.png
37,18,6,392,374,21,70,Wagner_WWV086B_183.png
38,19,6,463,374,21,94,Wagner_WWV086B_183.png
39,20,7,45,439,20,147,Wagner_WWV086B_183.png
40,21,7,193,439,20,127,Wagner_WWV086B_183.png
41,22,7,321,439,20,125,Wagner_WWV086B_183.png
42,23,7,447,439,20,110,Wagner_WWV086B_183.png
43,20,8,45,485,21,147,Wagner_WWV086B_183.png
44,21,8,193,485,21,127,Wagner_WWV086B_183.png
45,22,8,321,485,21,125,Wagner_WWV086B_183.png
46,23,8,447,485,21,110,Wagner_WWV086B_183.png
47,24,9,45,559,21,130,Wagner_WWV086B_183.png
48,25,9,177,559,21,101,Wagner_WWV086B_183.png
49,26,9,279,559,21,82,Wagner_WWV086B_183.png
50,27,9,362,559,21,90,Wagner_WWV086B_183.png
51,28,9,453,559,21,105,Wagner_WWV086B_183.png
52,24,10,45,605,22,130,Wagner_WWV086B_183.png
53,25,10,177,605,22,101,Wagner_WWV086B_183.png
54,26,10,279,605,22,82,Wagner_WWV086B_183.png
55,27,10,362,605,22,90,Wagner_WWV086B_183.png
56,28,10,453,605,22,105,Wagner_WWV086B_183.png
57,29,11,47,673,22,115,Wagner_WWV086B_183.png
58,30,11,163,673,22,110,Wagner_WWV086B_183.png
59,31,11,274,673,22,93,Wagner_WWV086B_183.png
60,32,11,367,673,22,81,Wagner_WWV086B_183.png
61,33,11,450,673,22,108,Wagner_WWV086B_183.png
62,29,12,47,726,22,115,Wagner_WWV086B_183.png
63,30,12,163,726,22,110,Wagner_WWV086B_183.png
64,31,12,274,726,22,93,Wagner_WWV086B_183.png
65,32,12,367,726,22,81,Wagner_WWV086B_183.png
66,33,12,450,726,22,108,Wagner_WWV086B_183.png
1,1,1,47,81,22,118,Wagner_WWV086B_184.png
2,2,1,166,81,22,99,Wagner_WWV086B_184.png
3,3,1,266,81,22,71,Wagner_WWV086B_184.png
4,4,1,337,81,22,70,Wagner_WWV086B_184.png
5,5,1,409,81,22,69,Wagner_WWV086B_184.png
6,6,1,479,81,22,81,Wagner_WWV086B_184.png
7,1,2,47,131,21,118,Wagner_WWV086B_184.png
8,2,2,166,131,21,99,Wagner_WWV086B_184.png
9,3,2,266,131,21,71,Wagner_WWV086B_184.png
10,4,2,337,131,21,70,Wagner_WWV086B_184.png
11,5,2,409,131,21,69,Wagner_WWV086B_184.png
12,6,2,479,131,21,81,Wagner_WWV086B_184.png
13,7,3,45,205,22,107,Wagner_WWV086B_184.png
14,8,3,154,205,22,104,Wagner_WWV086B_184.png
15,9,3,259,205,22,85,Wagner_WWV086B_184.png
16,10,3,345,205,22,89,Wagner_WWV086B_184.png
17,11,3,435,205,22,65,Wagner_WWV086B_184.png
18,12,3,501,205,22,58,Wagner_WWV086B_184.png
19,7,4,45,255,21,107,Wagner_WWV086B_184.png
20,8,4,154,255,21,104,Wagner_WWV086B_184.png
21,9,4,259,255,21,85,Wagner_WWV086B_184.png
22,10,4,345,255,21,89,Wagner_WWV086B_184.png
23,11,4,435,255,21,65,Wagner_WWV086B_184.png
24,12,4,501,255,21,58,Wagner_WWV086B_184.png
25,13,5,43,324,21,91,Wagner_WWV086B_184.png
26,14,5,135,324,21,79,Wagner_WWV086B_184.png
27,15,5,215,324,21,61,Wagner_WWV086B_184.png
28,16,5,277,324,21,58,Wagner_WWV086B_184.png
29,17,5,336,324,21,58,Wagner_WWV086B_184.png
30,18,5,395,324,21,77,Wagner_WWV086B_184.png
31,19,5,473,324,21,86,Wagner_WWV086B_184.png
32,13,6,43,369,22,91,Wagner_WWV086B_184.png
33,14,6,135,369,22,79,Wagner_WWV086B_184.png
34,15,6,215,369,22,61,Wagner_WWV086B_184.png
35,16,6,277,369,22,58,Wagner_WWV086B_184.png
36,17,6,336,369,22,58,Wagner_WWV086B_184.png
37,18,6,395,369,22,77,Wagner_WWV086B_184.png
38,19,6,473,369,22,86,Wagner_WWV086B_184.png
39,20,7,45,448,23,128,Wagner_WWV086B_184.png
40,21,7,175,448,23,93,Wagner_WWV086B_184.png
41,22,7,269,448,23,109,Wagner_WWV086B_184.png
42,23,7,379,448,23,98,Wagner_WWV086B_184.png
43,24,7,478,448,23,81,Wagner_WWV086B_184.png
44,20,8,45,498,22,128,Wagner_WWV086B_184.png
45,21,8,175,498,22,93,Wagner_WWV086B_184.png
46,22,8,269,498,22,109,Wagner_WWV086B_184.png
47,23,8,379,498,22,98,Wagner_WWV086B_184.png
48,24,8,478,498,22,81,Wagner_WWV086B_184.png
49,25,9,45,567,20,105,Wagner_WWV086B_184.png
50,26,9,152,567,20,76,Wagner_WWV086B_184.png
51,27,9,229,567,20,82,Wagner_WWV086B_184.png
52,28,9,311,567,20,77,Wagner_WWV086B_184.png
53,29,9,390,567,20,83,Wagner_WWV086B_184.png
54,30,9,474,567,20,84,Wagner_WWV086B_184.png
55,25,10,45,611,23,105,Wagner_WWV086B_184.png
56,26,10,152,611,23,76,Wagner_WWV086B_184.png
57,27,10,229,611,23,82,Wagner_WWV086B_184.png
58,28,10,311,611,23,77,Wagner_WWV086B_184.png
59,29,10,390,611,23,83,Wagner_WWV086B_184.png
60,30,10,474,611,23,84,Wagner_WWV086B_184.png
61,31,11,45,681,22,104,Wagner_WWV086B_184.png
62,32,11,151,681,22,72,Wagner_WWV086B_184.png
63,33,11,224,681,22,77,Wagner_WWV086B_184.png
64,34,11,303,681,22,75,Wagner_WWV086B_184.png
65,35,11,379,681,22,56,Wagner_WWV086B_184.png
66,36,11,436,681,22,66,Wagner_WWV086B_184.png
67,37,11,503,681,22,54,Wagner_WWV086B_184.png
68,31,12,45,730,23,104,Wagner_WWV086B_184.png
69,32,12,151,730,23,72,Wagner_WWV086B_184.png
70,33,12,224,730,23,77,Wagner_WWV086B_184.png
71,34,12,303,730,23,75,Wagner_WWV086B_184.png
72,35,12,379,730,23,56,Wagner_WWV086B_184.png
73,36,12,436,730,23,66,Wagner_WWV086B_184.png
74,37,12,503,730,23,54,Wagner_WWV086B_184.png
1,1,1,42,76,22,132,Wagner_WWV086B_185.png
2,2,1,176,76,22,103,Wagner_WWV086B_185.png
3,3,1,280,76,22,84,Wagner_WWV086B_185.png
4,4,1,365,76,22,107,Wagner_WWV086B_185.png
5,5,1,473,76,22,81,Wagner_WWV086B_185.png
6,1,2,42,129,23,132,Wagner_WWV086B_185.png
7,2,2,176,129,23,103,Wagner_WWV086B_185.png
8,3,2,280,129,23,84,Wagner_WWV086B_185.png
9,4,2,365,129,23,107,Wagner_WWV086B_185.png
10,5,2,473,129,23,81,Wagner_WWV086B_185.png
11,6,3,44,192,24,161,Wagner_WWV086B_185.png
12,7,3,206,192,24,100,Wagner_WWV086B_185.png
13,8,3,307,192,24,133,Wagner_WWV086B_185.png
14,9,3,441,192,24,114,Wagner_WWV086B_185.png
15,6,4,44,245,24,161,Wagner_WWV086B_185.png
16,7,4,206,245,24,100,Wagner_WWV086B_185.png
17,8,4,307,245,24,133,Wagner_WWV086B_185.png
18,9,4,441,245,24,114,Wagner_WWV086B_185.png
19,10,5,44,312,22,161,Wagner_WWV086B_185.png
20,11,5,206,312,22,119,Wagner_WWV086B_185.png
21,12,5,326,312,22,104,Wagner_WWV086B_185.png
22,13,5,431,312,22,124,Wagner_WWV086B_185.png
23,10,6,44,364,23,161,Wagner_WWV086B_185.png
24,11,6,206,364,23,119,Wagner_WWV086B_185.png
25,12,6,326,364,23,104,Wagner_WWV086B_185.png
26,13,6,431,364,23,124,Wagner_WWV086B_185.png
27,14,7,45,428,27,145,Wagner_WWV086B_185.png
28,15,7,191,428,27,122,Wagner_WWV086B_185.png
29,16,7,314,428,27,107,Wagner_WWV086B_185.png
30,17,7,422,428,27,134,Wagner_WWV086B_185.png
31,14,8,45,483,22,145,Wagner_WWV086B_185.png
32,15,8,191,483,22,122,Wagner_WWV086B_185.png
33,16,8,314,483,22,107,Wagner_WWV086B_185.png
34,17,8,422,483,22,134,Wagner_WWV086B_185.png
35,18,9,45,553,23,163,Wagner_WWV086B_185.png
36,19,9,210,553,23,132,Wagner_WWV086B_185.png
37,20,9,343,553,23,71,Wagner_WWV086B_185.png
38,21,9,415,553,23,68,Wagner_WWV086B_185.png
39,22,9,484,553,23,73,Wagner_WWV086B_185.png
40,18,10,45,606,22,163,Wagner_WWV086B_185.png
41,19,10,210,606,22,132,Wagner_WWV086B_185.png
42,20,10,343,606,22,71,Wagner_WWV086B_185.png
43,21,10,415,606,22,68,Wagner_WWV086B_185.png
44,22,10,484,606,22,73,Wagner_WWV086B_185.png
45,23,11,48,672,24,146,Wagner_WWV086B_185.png
46,24,11,195,672,24,91,Wagner_WWV086B_185.png
47,25,11,288,672,24,72,Wagner_WWV086B_185.png
48,26,11,361,672,24,83,Wagner_WWV086B_185.png
49,27,11,445,672,24,112,Wagner_WWV086B_185.png
50,23,12,48,727,25,146,Wagner_WWV086B_185.png
51,24,12,195,727,25,91,Wagner_WWV086B_185.png
52,25,12,288,727,25,72,Wagner_WWV086B_185.png
53,26,12,361,727,25,83,Wagner_WWV086B_185.png
54,27,12,445,727,25,112,Wagner_WWV086B_185.png
1,1,1,54,60,23,149,Wagner_WWV086B_186.png
2,2,1,204,60,23,116,Wagner_WWV086B_186.png
3,3,1,321,60,23,119,Wagner_WWV086B_186.png
4,4,1,442,60,23,128,Wagner_WWV086B_186.png
5,1,2,54,120,25,149,Wagner_WWV086B_186.png
6,2,2,204,120,25,116,Wagner_WWV086B_186.png
7,3,2,321,120,25,119,Wagner_WWV086B_186.png
8,4,2,442,120,25,128,Wagner_WWV086B_186.png
9,5,3,55,187,21,149,Wagner_WWV086B_186.png
10,6,3,205,187,21,128,Wagner_WWV086B_186.png
11,7,3,334,187,21,113,Wagner_WWV086B_186.png
12,8,3,448,187,21,121,Wagner_WWV086B_186.png
13,5,4,55,238,22,149,Wagner_WWV086B_186.png
14,6,4,205,238,22,128,Wagner_WWV086B_186.png
15,7,4,334,238,22,113,Wagner_WWV086B_186.png
16,8,4,448,238,22,121,Wagner_WWV086B_186.png
17,9,5,55,305,22,152,Wagner_WWV086B_186.png
18,10,5,208,305,22,121,Wagner_WWV086B_186.png
19,11,5,330,305,22,119,Wagner_WWV086B_186.png
20,12,5,451,305,22,118,Wagner_WWV086B_186.png
21,9,6,55,358,21,152,Wagner_WWV086B_186.png
22,10,6,208,358,21,121,Wagner_WWV086B_186.png
23,11,6,330,358,21,119,Wagner_WWV086B_186.png
24,12,6,451,358,21,118,Wagner_WWV086B_186.png
25,13,7,56,423,22,154,Wagner_WWV086B_186.png
26,14,7,211,423,22,126,Wagner_WWV086B_186.png
27,15,7,337,423,22,109,Wagner_WWV086B_186.png
28,16,7,448,423,22,121,Wagner_WWV086B_186.png
29,13,8,56,476,23,154,Wagner_WWV086B_186.png
30,14,8,211,476,23,126,Wagner_WWV086B_186.png
31,15,8,337,476,23,109,Wagner_WWV086B_186.png
32,16,8,448,476,23,121,Wagner_WWV086B_186.png
33,17,9,56,542,21,140,Wagner_WWV086B_186.png
34,18,9,197,542,21,125,Wagner_WWV086B_186.png
35,19,9,323,542,21,129,Wagner_WWV086B_186.png
36,20,9,453,542,21,115,Wagner_WWV086B_186.png
37,17,10,56,596,23,140,Wagner_WWV086B_186.png
38,18,10,197,596,23,125,Wagner_WWV086B_186.png
39,19,10,323,596,23,129,Wagner_WWV086B_186.png
40,20,10,453,596,23,115,Wagner_WWV086B_186.png
41,21,11,56,660,25,144,Wagner_WWV086B_186.png
42,22,11,201,660,25,116,Wagner_WWV086B_186.png
43,23,11,318,660,25,126,Wagner_WWV086B_186.png
44,24,11,445,660,25,123,Wagner_WWV086B_186.png
45,21,12,56,721,20,144,Wagner_WWV086B_186.png
46,22,12,201,721,20,116,Wagner_WWV086B_186.png
47,23,12,318,721,20,126,Wagner_WWV086B_186.png
48,24,12,445,721,20,123,Wagner_WWV086B_186.png
1,1,1,43,61,24,161,Wagner_WWV086B_187.png
2,2,1,205,61,24,128,Wagner_WWV086B_187.png
3,3,1,334,61,24,109,Wagner_WWV086B_187.png
4,4,1,444,61,24,112,Wagner_WWV086B_187.png
5,1,2,43,118,24,161,Wagner_WWV086B_187.png
6,2,2,205,118,24,128,Wagner_WWV086B_187.png
7,3,2,334,118,24,109,Wagner_WWV086B_187.png
8,4,2,444,118,24,112,Wagner_WWV086B_187.png
9,5,3,43,184,23,88,Wagner_WWV086B_187.png
10,6,3,132,184,23,126,Wagner_WWV086B_187.png
11,7,3,259,184,23,79,Wagner_WWV086B_187.png
12,8,3,339,184,23,52,Wagner_WWV086B_187.png
13,9,3,393,184,23,66,Wagner_WWV086B_187.png
14,10,3,460,184,23,96,Wagner_WWV086B_187.png
15,5,4,43,234,22,88,Wagner_WWV086B_187.png
16,6,4,132,234,22,126,Wagner_WWV086B_187.png
17,7,4,259,234,22,79,Wagner_WWV086B_187.png
18,8,4,339,234,22,52,Wagner_WWV086B_187.png
19,9,4,393,234,22,66,Wagner_WWV086B_187.png
20,10,4,460,234,22,96,Wagner_WWV086B_187.png
21,11,5,44,299,25,150,Wagner_WWV086B_187.png
22,12,5,195,299,25,116,Wagner_WWV086B_187.png
23,13,5,312,299,25,122,Wagner_WWV086B_187.png
24,14,5,436,299,25,121,Wagner_WWV086B_187.png
25,11,6,44,352,25,150,Wagner_WWV086B_187.png
26,12,6,195,352,25,116,Wagner_WWV086B_187.png
27,13,6,312,352,25,122,Wagner_WWV086B_187.png
28,14,6,436,352,25,121,Wagner_WWV086B_187.png
29,15,7,42,422,19,143,Wagner_WWV086B_187.png
30,16,7,186,422,19,110,Wagner_WWV086B_187.png
31,17,7,298,422,19,132,Wagner_WWV086B_187.png
32,18,7,430,422,19,126,Wagner_WWV086B_187.png
33,15,8,42,471,21,143,Wagner_WWV086B_187.png
34,16,8,186,471,21,110,Wagner_WWV086B_187.png
35,17,8,298,471,21,132,Wagner_WWV086B_187.png
36,18,8,430,471,21,126,Wagner_WWV086B_187.png
37,19,9,43,536,22,140,Wagner_WWV086B_187.png
38,20,9,184,536,22,118,Wagner_WWV086B_187.png
39,21,9,302,536,22,112,Wagner_WWV086B_187.png
40,22,9,415,536,22,64,Wagner_WWV086B_187.png
41,23,9,481,536,22,74,Wagner_WWV086B_187.png
42,19,10,43,588,22,140,Wagner_WWV086B_187.png
43,20,10,184,588,22,118,Wagner_WWV086B_187.png
44,21,10,302,588,22,112,Wagner_WWV086B_187.png
45,22,10,415,588,22,64,Wagner_WWV086B_187.png
46,23,10,481,588,22,74,Wagner_WWV086B_187.png
47,24,11,42,666,22,83,Wagner_WWV086B_187.png
48,25,11,127,666,22,64,Wagner_WWV086B_187.png
49,26,11,192,666,22,32,Wagner_WWV086B_187.png
50,27,11,225,666,22,66,Wagner_WWV086B_187.png
51,28,11,293,666,22,106,Wagner_WWV086B_187.png
52,29,11,401,666,22,71,Wagner_WWV086B_187.png
53,30,11,474,666,22,81,Wagner_WWV086B_187.png
54,24,12,42,713,22,83,Wagner_WWV086B_187.png
55,25,12,127,713,22,64,Wagner_WWV086B_187.png
56,26,12,192,713,22,32,Wagner_WWV086B_187.png
57,27,12,225,713,22,66,Wagner_WWV086B_187.png
58,28,12,293,713,22,106,Wagner_WWV086B_187.png
59,29,12,401,713,22,71,Wagner_WWV086B_187.png
60,30,12,474,713,22,81,Wagner_WWV086B_187.png
1,1,1,52,66,22,117,Wagner_WWV086B_188.png
2,2,1,171,66,22,76,Wagner_WWV086B_188.png
3,3,1,248,66,22,80,Wagner_WWV086B_188.png
4,4,1,329,66,22,77,Wagner_WWV086B_188.png
5,5,1,407,66,22,77,Wagner_WWV086B_188.png
6,6,1,486,66,22,80,Wagner_WWV086B_188.png
7,1,2,52,118,22,117,Wagner_WWV086B_188.png
8,2,2,171,118,22,76,Wagner_WWV086B_188.png
9,3,2,248,118,22,80,Wagner_WWV086B_188.png
10,4,2,329,118,22,77,Wagner_WWV086B_188.png
11,5,2,407,118,22,77,Wagner_WWV086B_188.png
12,6,2,486,118,22,80,Wagner_WWV086B_188.png
13,7,3,52,193,22,119,Wagner_WWV086B_188.png
14,8,3,174,193,22,64,Wagner_WWV086B_188.png
15,9,3,239,193,22,65,Wagner_WWV086B_188.png
16,10,3,305,193,22,67,Wagner_WWV086B_188.png
17,11,3,373,193,22,50,Wagner_WWV086B_188.png
18,12,3,423,193,22,52,Wagner_WWV086B_188.png
19,13,3,478,193,22,52,Wagner_WWV086B_188.png
20,7,4,52,242,20,119,Wagner_WWV086B_188.png
21,8,4,174,242,20,64,Wagner_WWV086B_188.png
22,9,4,239,242,20,65,Wagner_WWV086B_188.png
23,10,4,305,242,20,67,Wagner_WWV086B_188.png
24,11,4,373,242,20,50,Wagner_WWV086B_188.png
25,12,4,423,242,20,52,Wagner_WWV086B_188.png
26,13,4,478,242,20,52,Wagner_WWV086B_188.png
